match_id,match_url,player1,player1_score,player2_score,player2,number_of_turns,map
M081,https://boardgamearena.com/table?table=646244529,Fifty_grosz,120.0,121.0,Aluap Tsai,34.0,Observation Tower (1a)
M082,https://boardgamearena.com/table?table=639442088,thumbean,126.0,134.0,Blyb,33.0,Hollywood Hills (8a)
M083,No hyperlink,seyjen,,,lx_xlO--lo_oQl,,
M084,https://boardgamearena.com/table?table=647848623,knorpule3000,113.0,90.0,Kyshantry,29.0,Park Restaurant (5a)
M085,https://boardgamearena.com/table?table=638649830,Abiath,139.0,128.0,Duci9,29.0,Commercial Harbor (4a)
M086,https://boardgamearena.com/table?table=641323436,randomronny974,150.0,112.0,Mattzord,36.0,Observation Tower (1a)
M087,https://boardgamearena.com/table?table=644805903,JDansp,99.0,74.0,JoeÜbergang,,Outdoor Areas (2a)
M088,https://boardgamearena.com/table?table=640980103,PectoralisM,67.0,35.0,Chaussurettes,,Hollywood Hills (8a)
M089,https://boardgamearena.com/table?table=640962122,thumbean,132.0,94.0,seyjen,28.0,Silver Lake (3a)
M090,https://boardgamearena.com/table?table=648388657,PectoralisM,144.0,120.0,Mattzord,34.0,Research Institute (6a)
M091,https://boardgamearena.com/table?table=642591744,knorpule3000,124.0,139.0,Duci9,31.0,Outdoor Areas (2a)
M092,https://boardgamearena.com/table?table=646210896,JDansp,155.0,135.0,Aluap Tsai,35.0,Observation Tower (1a)
M093,https://boardgamearena.com/table?table=645767576,Blyb,88.0,106.0,Kyshantry,26.0,Geographical Zoo (9)
M094,https://boardgamearena.com/table?table=644751519,lx_xlO--lo_oQl,118.0,93.0,JoeÜbergang,24.0,Outdoor Areas (2a)
M095,https://boardgamearena.com/table?table=643001041,Chaussurettes,115.0,111.0,Abiath,32.0,Park Restaurant (5a)
M096,https://boardgamearena.com/table?table=641388050,Fifty_grosz,112.0,138.0,randomronny974,33.0,Silver Lake (3a)
M097,https://boardgamearena.com/table?table=648415741,Abiath,69.0,97.0,Mattzord,,Observation Tower (1a)
M098,https://boardgamearena.com/table?table=643496165,PectoralisM,113.0,70.0,Fifty_grosz,28.0,Ice Cream Parlors (7a)
M099,No hyperlink,Aluap Tsai,,,lx_xlO--lo_oQl,,
M100,https://boardgamearena.com/table?table=647278486,knorpule3000,117.0,92.0,Chaussurettes,30.0,Observation Tower (1a)
M101,No hyperlink,seyjen,,,Blyb,,
M102,https://boardgamearena.com/table?table=642923011,JDansp,118.0,116.0,randomronny974,32.0,Observation Tower (1a)
M103,https://boardgamearena.com/table?table=641000016,thumbean,113.0,114.0,JoeÜbergang,29.0,Hollywood Hills (8a)
M104,No hyperlink,Kyshantry,,,Duci9,,
M105,No hyperlink,Fifty_grosz,,,Abiath,,
M106,No hyperlink,Blyb,,,Duci9,,
M107,https://boardgamearena.com/table?table=646869297,JoeÜbergang,112.0,130.0,seyjen,33.0,Hollywood Hills (8a)
M108,No hyperlink,Mattzord,,,knorpule3000,,
M109,https://boardgamearena.com/table?table=644884386,JDansp,107.0,113.0,PectoralisM,31.0,Hollywood Hills (8a)
M110,https://boardgamearena.com/table?table=636861473,Chaussurettes,91.0,120.0,Kyshantry,29.0,Geographical Zoo (9)
M111,https://boardgamearena.com/table?table=644863353,lx_xlO--lo_oQl,124.0,92.0,randomronny974,34.0,Hollywood Hills (8a)
M112,No hyperlink,thumbean,,,Aluap Tsai,,
M113,No hyperlink,randomronny974,,,thumbean,,
M114,No hyperlink,Aluap Tsai,,,seyjen,,
M115,https://boardgamearena.com/table?table=646403856,Chaussurettes,104.0,126.0,Duci9,32.0,Hollywood Hills (8a)
M116,https://boardgamearena.com/table?table=647826972,Kyshantry,136.0,115.0,Mattzord,32.0,Observation Tower (1a)
M117,https://boardgamearena.com/table?table=643748402,knorpule3000,78.0,113.0,Fifty_grosz,25.0,Ice Cream Parlors (7a)
M118,No hyperlink,JoeÜbergang,,,Blyb,,
M119,https://boardgamearena.com/table?table=644957713,Abiath,110.0,147.0,JDansp,33.0,Research Institute (6a)
M120,https://boardgamearena.com/table?table=647923002,lx_xlO--lo_oQl,111.0,120.0,PectoralisM,35.0,Silver Lake (3a)
